ID,FEMALE,MALE,BYEAR,AGE,AGEMBTH,HHINC97,POVRAT97,HHBMBF,HHBMOF,HHOMBF,HHBMONLY,HHBFONLY,HHOTHER,MSA97NO,MSA97NCC,MSA97CC,MSA97NK,ETHBLACK,ETHHISP,ETHWHITE,S,EDUCPROF,EDUCPHD,EDUCMAST,EDUCBA,EDUCAA,EDUCHSD,EDUCGED,EDUCDO,PRMONM,PRMONF,PRMSTYUN,PRMSTYPE,PRMSTYAN,PRMSTYAE,PRFSTYUN,PRFSTYPE,PRFSTYAN,PRFSTYAE,SINGLE,MARRIED,COHABIT,OTHSING,FAITHN,FAITHP,FAITHC,FAITHJ,FAITHO,FAITHM,ASVABAR,ASVABWK,ASVABPC,ASVABMK,ASVABNO,ASVABCS,ASVABC,ASVABC4,VERBAL,ASVABMV,HEIGHT,WEIGHT04,WEIGHT11,SF,SM,SFR,SMR,SIBLINGS,REG97NE,REG97NC,REG97S,REG97W,RS97RURL,RS97URBN,RS97UNKN,JOBS,EARNINGS,HOURS,TENURE,CATGOV,CATPRI,CATNPO,CATMIS,CATSE,COLLBARG,URBAN,REGNE,REGNC,REGW,REGS,MSA11NO,MSA11NCC,MSA11CC,MSA11NK,MSA11NIC,EXP
5209,0,1,1981,30,28,46000,240,1,0,0,0,0,0,0,1,0,0,0,0,1,14,0,0,0,0,1,0,0,0,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1.011283,.7077455,.9092584,.8875986,-.364412,.1029058,.999657,.9832245,.861919,76635,73,185,240,14,12,14,12,2,0,1,0,0,1,0,0,5,9.5,24,4.230769,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.403846
2225,0,1,1983,28,28,48560,305,1,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,0,0,1,0,0,8,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-.1941747,.387926,.8556557,-.3647897,-1.096394,-.6913344,.2345606,.1909482,.6627815,57518,73,135,145,10,12,10,12,2,1,0,0,0,0,1,0,8,10,50,1.75,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7.596154
4475,0,1,1980,31,32,124300,984,1,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,,,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-.6763502,-.2859521,-.4049066,-.6324838,-.3058119,-.2451268,-.5619862,-.5602047,-.3688112,22265,68,145,160,16,16,16,16,2,0,0,0,1,0,1,0,8,18.31,40,6.461538,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,12.61539
4451,0,1,1982,29,24,93100,737,0,0,0,1,0,0,0,1,0,0,0,0,1,15,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,.7591252,.8557115,.7593531,.4398094,.8082109,1.218526,.8605454,.7868151,.8608848,77427,69,140,160,12,12,,12,2,0,0,0,1,1,0,0,2,24,50,6.634615,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,9.326923
31,0,1,1982,29,31,,,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,1,0,0,0,0,8,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,.9743719,-1.451606,.7337757,1.243389,1.161345,1.668598,.3377924,.419098,-.3831946,62806,68,135,140,12,12,12,12,1,1,0,0,0,0,1,0,6,42,40,4.788462,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,7.5
3142,0,1,1981,30,20,70000,440,1,0,0,0,0,0,0,1,0,0,0,0,1,20,1,0,0,0,0,0,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,1.717761,.647416,2.024655,.7550822,.8763384,.5461213,1.677835,1.439077,1.424562,94536,72,230,270,12,12,12,12,1,0,1,0,0,1,0,0,5,15.68,65,2.346154,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3.346154
1807,0,1,1981,30,25,25140,199,0,0,0,1,0,0,0,1,0,0,0,0,1,14,0,0,0,0,1,0,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,.7971019,.647416,.1641777,.6787528,-.7892611,.5776014,.6606339,.6394699,.4324122,78616,71,156,211,13,13,,13,2,0,1,0,0,0,1,0,5,21,38,5.192307,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,7.769231
6325,0,1,1984,27,35,,,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,12,11,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,.6909038,-.346391,.6924407,-.2219484,-.4143866,.3715087,.4743455,.2274348,.1841483,66515,72,205,230,20,17,20,17,3,0,0,0,1,0,1,0,4,28,50,1.346154,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1.653846
3738,0,1,1984,27,21,35000,187,1,0,0,0,0,0,0,0,1,0,0,1,0,14,0,0,0,0,1,0,0,0,15,15,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,.6482807,.4709026,1.242911,1.051269,.4544354,.7938413,.8267632,.9545357,.9135454,85713,67,200,193,16,12,16,12,2,0,0,1,0,0,1,0,4,35,20,2.538461,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6.576923
283,0,1,1984,27,36,,,1,0,0,0,0,0,0,1,0,0,0,0,1,15,0,0,0,0,1,0,0,0,8,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,.6578709,.8044221,.2976592,.3802061,.8791196,.2577439,.6639383,.5982536,.5873227,72692,66,135,165,12,14,12,14,2,1,0,0,0,0,1,0,1,15.12,40,7.442307,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,5.826923
4266,0,1,1983,28,26,54112,428,1,0,0,0,0,0,0,0,1,0,0,1,0,14,0,0,0,0,0,1,0,0,,11,,,,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,.3620569,1.61159,1.210403,.318995,-.6784689,.5703647,.9739746,.9796313,1.504512,78622,66,200,210,14,12,14,12,0,0,0,1,0,0,1,0,8,12.5,40,2.038461,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,3.346154
1237,0,1,1983,28,28,116250,921,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,13,8,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-.1217154,.7749452,-.5733423,.1832982,-1.033417,-.3241699,-.0119389,.0730186,.1071181,44271,71,165,200,14,19,14,19,1,0,1,0,0,0,1,0,5,19.23,45,5.173077,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,5.769231
1124,0,1,1982,29,18,6190,39,0,0,0,1,0,0,0,0,1,0,0,1,0,10,0,0,0,0,0,0,0,1,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,-.0134186,-1.321841,-1.386924,-.5249102,-.677854,-.3882083,-.7521498,-.909266,-1.444914,20702,73,164,195,10,10,,10,5,1,0,0,0,0,1,0,6,100,15,3.961539,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,7.25
1580,0,1,1980,31,17,34500,319,0,0,0,0,1,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,1,0,,,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-.8628263,-1.143086,-.0056768,-1.961888,-.7621495,-1.212284,-.7902938,-1.112531,-.6130009,10849,69,165,185,12,12,12,,2,0,0,1,0,1,0,0,6,8.5,40,.3269231,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.519231
4790,0,1,1983,28,29,26602,210,0,0,0,1,0,0,0,1,0,0,0,0,1,13,0,0,0,0,0,1,0,0,9,,1,0,0,0,,,,,0,0,1,0,0,0,1,0,0,0,.5165656,1.290591,1.074732,.2596277,1.199308,1.681832,.9334019,.8784645,1.26098,77219,74,250,319,20,13,,13,2,0,0,0,1,0,1,0,2,8,25,.8461539,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2.442308
6276,0,1,1981,30,35,32250,255,0,0,0,1,0,0,0,0,1,0,0,0,1,11,0,0,0,0,0,0,0,1,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,-.9834784,-1.080511,-.3518185,-1.233724,.2762412,-1.142586,-.9345209,-1.021881,-.7642206,17877,70,220,240,14,14,,14,2,0,0,0,1,0,1,0,10,11.4,40,4.923077,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,8.692307
5356,0,1,1983,28,28,55428,348,1,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,0,1,0,0,13,11,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.454274,.9832526,2.160103,.7419874,.6821361,1.059398,1.662532,1.493561,1.675887,92504,74,250,260,14,16,14,16,1,0,1,0,0,1,0,0,3,15,40,1.115385,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,8.769231
5108,0,1,1982,29,26,42709,204,1,0,0,0,0,0,1,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,12,12,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,.4096157,1.033285,1.790233,.2405047,.2798286,.4050288,1.000531,.9714026,1.505326,80424,69,145,155,14,12,14,12,3,0,1,0,0,0,1,0,1,12,40,9.711538,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,9.826923
3482,0,1,1984,27,28,75000,401,1,0,0,0,0,0,0,1,0,0,0,0,1,14,0,0,0,0,0,1,0,0,11,11,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,.7718877,.074777,.220927,.4586559,.1557057,-.762088,.5050177,.4264624,.1573001,62888,68,185,180,12,12,12,12,2,0,0,1,0,0,1,0,3,10,50,2.538461,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,5.923077
1318,0,1,1984,27,23,34200,215,1,0,0,0,0,0,0,1,0,0,0,0,1,15,0,0,0,0,0,1,0,0,11,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-2.085992,-1.025951,-1.338182,-1.959504,-1.606503,-.8942422,-1.796477,-1.794241,-1.26113,3271,72,175,200,12,10,12,10,1,0,1,0,0,1,0,0,4,19.72,40,.8653846,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2.769231
3787,0,1,1983,28,24,57000,304,1,0,0,0,0,0,0,1,0,0,0,0,1,13,0,0,0,0,0,1,0,0,11,9,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1.324273,1.143752,1.688589,1.067448,1.187603,1.188435,1.505625,1.461225,1.51003,94489,72,180,175,16,16,16,16,2,0,0,1,0,0,1,0,8,25,40,6.5,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,7
4168,0,1,1982,29,23,25000,198,0,0,0,1,0,0,0,0,1,0,1,0,0,14,0,0,0,0,0,1,0,0,5,,0,0,1,0,,,,,0,1,0,0,0,1,0,0,0,0,-.6889948,-.9484811,-1.260149,-.5439925,.2575722,-.6970878,-.9859974,-.9636998,-1.178204,18531,74,245,230,12,12,,12,5,0,0,1,0,0,1,0,6,10.26,45,4.865385,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4.826923
1068,0,1,1984,27,18,25200,107,1,0,0,0,0,0,0,1,0,0,0,1,0,8,0,0,0,0,0,0,0,1,,,0,1,0,0,,,,,1,0,0,0,0,0,1,0,0,0,-.2361488,-1.14661,-1.410466,-.2314896,-.9091371,.051097,-.8328741,-.8470374,-1.364022,26063,66,150,150,3,6,3,6,9,0,0,1,0,0,1,0,2,15,40,5.711538,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,9.288462
5765,0,1,1980,31,26,52000,327,1,0,0,0,0,0,0,1,0,0,1,0,0,18,0,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-.0124953,-.8869702,-1.651527,.2400042,.6165903,-.673693,-.7048551,-.6473147,-1.354114,30252,68,168,182,12,16,12,16,1,0,0,1,0,1,0,0,2,25,40,.3846154,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,7.5
3065,0,1,1981,30,24,21280,169,1,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,-.8662649,-.7538213,-1.98766,-2.452875,-2.057214,-1.940498,-1.22984,-1.696578,-1.462361,6849,63,120,123,8,12,8,12,0,0,1,0,0,1,0,0,2,13,40,4.942307,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11.21154
3895,0,1,1981,30,30,100300,454,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,1.875466,.53814,.8781207,1.664675,1.134182,.8228971,1.419426,1.386325,.7548673,93197,68,155,185,20,18,20,18,0,0,0,1,0,0,1,0,3,7.25,28,6.096154,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,5.096154
6397,0,1,1983,28,24,14600,115,0,0,0,1,0,0,1,0,0,0,0,0,1,13,0,0,0,0,0,1,0,0,,7,,,,,0,1,0,0,0,0,1,0,0,0,1,0,0,0,.5101722,.6133078,-.0584582,.3730617,-1.502778,.2920304,.4323958,.4017913,.2954965,59631,67,210,200,12,14,,14,1,0,0,0,1,0,1,0,6,12.04,40,4.346154,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,7.403846
2700,0,1,1984,27,31,43200,272,1,0,0,0,0,0,0,1,0,0,0,0,1,18,0,0,0,1,0,0,0,0,11,8,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,.6653299,.5574127,.4822612,-.1625811,-.936669,-.2889509,.650889,.4309888,.5540423,72445,75,190,185,14,14,14,14,0,0,1,0,0,1,0,0,3,22.3,40,2.076923,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.75
4883,0,1,1982,29,19,45000,240,1,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,0,1,0,0,9,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,.1251065,-1.0293,-.6929982,.1217699,-.4978248,-.342079,-.4049532,-.4134974,-.9188541,35565,66,125,190,14,12,14,12,2,1,0,0,0,0,1,0,3,15.97,72,4.211538,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,3.461539
2522,0,1,1981,30,23,50502,317,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,2.632026,2.27062,.9081463,1.206698,2.560237,1.706523,2.319522,1.963082,1.694771,97634,69,198,200,16,12,16,12,1,1,0,0,0,1,0,0,8,8.24,35,1.134615,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,7.769231
3135,0,1,1983,28,27,52000,278,0,0,1,0,0,0,0,0,0,1,0,0,1,12,0,0,0,0,0,1,0,0,,13,,,,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,-.07483,.4289045,1.123662,-.9955677,-1.736058,-.7863982,.3850537,.134297,.8275562,56789,75,220,220,12,14,12,15,3,0,1,0,0,0,1,0,6,29.25,40,.4038461,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,8.5
6075,0,1,1984,27,22,,,1,0,0,0,0,0,0,1,0,0,0,0,1,15,0,0,0,0,0,1,0,0,9,8,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,.117623,-.0356373,.3755034,.2678322,.4809782,-.6265052,.1575875,.2023385,.1808507,53412,72,230,260,14,12,14,12,2,0,0,1,0,1,0,0,4,41,40,3.826923,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,4.461538
1113,0,1,1981,30,27,47500,376,0,1,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,1.486531,1.683262,1.236204,1.710261,1.362021,1.710886,1.618738,1.710889,1.556492,98827,68,165,175,12,12,12,12,0,1,0,0,0,1,0,0,3,32.31,50,4.519231,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,8.692307
4317,0,1,1982,29,22,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,9,0,0,0,0,0,0,1,0,8,,0,0,0,1,,,,,1,0,0,0,0,1,0,0,0,0,.0110897,-1.885295,-.2448377,-1.381496,-.9254765,-4.867115,-.579681,-.980188,-1.136343,20449,74,220,250,16,9,,9,2,0,0,1,0,0,1,0,8,9,40,1.019231,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,7.596154
5724,0,1,1981,30,21,34700,275,0,0,0,0,0,1,1,0,0,0,1,0,0,17,0,0,0,1,0,0,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,-.2418364,.2194183,-.1483114,.6607305,1.273491,-.2792194,-.1138124,.1364886,.0375276,47018,71,175,160,12,13,,,2,0,0,1,0,1,0,0,5,15.38,40,4.307693,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,6.826923
2622,0,1,1981,30,22,35500,223,1,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,.0362794,.2592585,.206436,-.1184659,-.2669787,-1.455205,.1474592,.1066885,.2479521,46535,72,179,190,12,13,12,13,1,0,1,0,0,0,1,0,2,12,40,7.346154,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,12.51923
1510,0,1,1980,31,25,44100,188,0,0,0,1,0,0,0,1,0,0,0,0,1,9,0,0,0,0,0,1,0,0,,,0,0,0,1,,,,,0,0,1,0,0,0,1,0,0,0,-.2213486,-.043496,-.5305694,-.2306941,-.7232421,.3492557,-.2798371,-.2877656,-.306528,32868,69,180,170,14,12,,12,5,0,0,1,0,0,1,0,14,16.5,45,4.576923,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10.17308
4813,0,1,1982,29,31,112800,893,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,7,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,.3904353,.8329456,-.1747779,.5574839,-.2071734,.5427935,.3949822,.4488039,.3505937,62617,74,230,235,16,18,16,18,0,1,0,0,0,0,1,0,8,18.36,50,5.730769,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,6.903846
4389,0,1,1980,31,17,12994,69,0,1,0,0,0,0,0,0,1,0,0,1,0,10,0,0,0,0,0,0,0,1,,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-1.623649,-.4248237,-1.662647,-1.128625,-.7898463,-1.288023,-1.466364,-1.354939,-1.113592,13079,74,235,354,11,16,15,16,4,0,0,0,1,0,1,0,9,9.74,32,1.442308,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,10.40385
2006,0,1,1982,29,39,28100,223,0,0,0,1,0,0,0,0,1,0,0,0,1,16,0,0,0,1,0,0,0,0,3,,1,0,0,0,,,,,1,0,0,0,0,1,0,0,0,0,1.526341,1.050359,1.078515,1.73635,1.606142,1.108189,1.423373,1.508098,1.134888,94797,72,180,188,9,12,,12,2,0,0,1,0,0,1,0,3,34.62,40,5.576923,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5
1457,0,1,1983,28,26,93000,585,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,10,5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.533127,1.297421,1.798683,1.944176,2.704826,.6398703,1.692883,1.838814,1.650689,98996,74,180,201,20,16,20,16,1,0,0,1,0,0,1,0,4,28.72,40,5.288462,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,6.230769
5744,0,1,1983,28,37,36000,226,1,0,0,0,0,0,0,1,0,0,0,0,1,14,0,0,0,0,1,0,0,0,9,8,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,.6327136,.1238423,-.1185095,.2267636,.6532853,.8237642,.3487417,.2413717,.0024518,62984,71,150,170,12,12,12,12,3,0,0,1,0,1,0,0,3,25.16,40,5.019231,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,8.75
1286,0,1,1983,28,32,,,1,0,0,0,0,0,0,1,0,0,0,0,1,20,1,0,0,0,0,0,0,0,11,8,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,.9630427,.6121694,1.664124,.9794568,.6925224,.5931177,1.154309,1.17992,1.213503,86944,74,185,185,19,16,19,16,2,0,1,0,0,0,1,0,8,30.49,40,1.769231,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.807692
2402,0,1,1982,29,27,,,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,0,1,0,0,0,11,9,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-.3011246,-.5944723,-.5161805,-.9797065,-.6964834,-.7092435,-.4711263,-.66984,-.5926778,23921,72,156,175,12,11,12,11,3,1,0,0,0,1,0,0,4,32,32,1.538462,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2.846154
4066,0,1,1982,29,20,26000,111,1,0,0,0,0,0,0,0,1,0,0,0,1,11,0,0,0,0,0,0,1,0,9,12,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-1.142931,-1.51535,-1.691629,-2.020755,-2.041427,-.3582866,-1.5098,-1.783338,-1.710601,2659,72,195,200,12,12,12,12,5,0,0,1,0,0,1,0,,15.65,40,6.230769,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,11.78846
1676,0,1,1980,31,24,97000,518,1,0,0,0,0,0,0,1,0,0,0,0,1,13,0,0,0,0,0,1,0,0,,,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,.2229973,.8773822,.6760164,-.1967699,-.493095,-.4240337,.5489597,.4413993,.8279998,62494,72,200,230,16,18,16,18,2,0,0,1,0,0,1,0,5,60.9,60,5.884615,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,10.63461
5948,0,1,1984,27,22,10800,58,1,0,0,0,0,0,0,0,1,0,1,0,0,13,0,0,0,0,0,1,0,0,15,,0,0,0,1,,,,,0,1,0,0,0,1,0,0,0,0,-.9895122,-.0686478,-.8388668,-.6809852,-.965355,-.826295,-.7936251,-.7220362,-.4843488,18055,71,209,202,16,13,16,13,2,0,0,1,0,0,1,0,3,16.2,40,5.557693,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,5.730769
6038,0,1,1982,29,19,8258,44,1,0,0,0,0,0,1,0,0,0,1,0,0,12,0,0,0,0,0,1,0,0,7,6,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,.330763,.7805842,.373468,.291391,-.1216101,.8896983,.49845,.4964085,.6150376,77779,71,160,180,9,8,9,8,5,0,0,1,0,1,0,0,9,6.43,70,.3269231,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8.403846
1020,0,1,1981,30,27,96050,584,0,1,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,-.4155256,-1.583636,-1.394931,-.9739919,-.8632841,-.7127727,-1.047274,-1.222954,-1.588794,14470,75,168,175,12,14,17,14,1,0,0,0,1,0,1,0,11,62,50,1.596154,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,8.884615
2524,0,1,1982,29,29,62500,393,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,9,8,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,.4021567,.6792762,.8538783,.1811373,-.1962925,-.7556845,.6418579,.5916188,.8172041,78872,76,230,225,14,14,14,14,1,1,0,0,0,1,0,0,8,12.48,55,1.480769,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,5.442307
394,0,1,1984,27,24,,,1,0,0,0,0,0,0,0,1,0,0,1,0,17,0,0,0,1,0,0,0,0,9,5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.243939,.3160949,1.213997,.1024518,.5995139,1.599234,1.103636,.8042998,.815571,85233,69,180,192,16,14,16,14,1,0,0,0,1,0,1,0,3,33.4,40,1.980769,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2.480769
1649,0,1,1981,30,29,67000,349,1,0,0,0,0,0,0,1,0,0,0,0,1,18,0,0,1,0,0,0,0,0,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,.0767713,.8295427,-.1572079,-.111045,-.2132337,.0025434,.2264943,.1779204,.3581487,52657,72,145,150,14,12,14,12,2,1,0,0,0,1,0,0,10,23.16,40,6.076923,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5.346154
5651,0,1,1981,30,24,49000,255,1,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,0,0,1,0,0,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,-.586018,-.331515,-.6098166,-.6326296,.1168198,-.6825393,-.5811686,-.6050577,-.5023826,23468,71,220,250,12,12,12,12,2,0,0,1,0,0,1,0,4,9,30,2.730769,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,10.05769
456,0,1,1983,28,20,,,0,0,0,1,0,0,0,0,1,0,0,1,0,20,0,0,1,0,0,0,0,0,4,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,.5932872,.8978807,.2985132,-.028728,.3688985,-.2674434,.6543608,.4921403,.6376174,68666,71,205,220,3,12,,12,2,0,0,0,1,0,1,0,8,18,40,4.192307,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,3.884615
903,0,1,1981,30,22,75000,594,1,0,0,0,0,0,0,1,0,0,0,1,0,13,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,-.4336404,-.7378852,-.5141793,-1.753188,-1.886747,-.7445645,-.5828112,-.9629374,-.6680893,19864,72,235,255,12,12,12,12,0,0,0,0,1,0,1,0,3,30,40,8.346154,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,10.05769
2992,0,1,1980,31,23,12120,76,0,0,0,1,0,0,0,1,0,0,0,0,1,17,0,0,1,0,0,0,0,0,,,0,0,0,1,,,,,0,1,0,0,0,1,0,0,0,0,1.350379,1.113009,1.484485,1.17292,.2227353,.7849907,1.455439,1.432327,1.384791,94782,73,215,230,14,17,,17,3,0,1,0,0,0,1,0,4,36.08,50,8.403846,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,8.807693
135,0,1,1981,30,32,72000,666,0,0,0,1,0,0,0,1,0,0,0,0,1,18,0,0,1,0,0,0,0,0,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,1.145546,1.295104,1.556478,1.575624,.2938814,.1275289,1.412689,1.558799,1.520291,94833,72,190,195,15,18,,18,2,1,0,0,0,0,1,0,4,30.29,40,6.288462,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,6.769231
1250,0,1,1982,29,27,246474,1627,1,0,0,0,0,0,0,1,0,0,0,0,1,15,0,0,0,0,0,1,0,0,8,6,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1.137405,.1955022,1.171928,.3168341,2.968231,.0394229,1.000391,.7889614,.7288269,73351,69,160,185,16,14,16,14,1,0,1,0,0,0,1,0,5,18.38,50,1.403846,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.384615
